         128959544 function calls (128371904 primitive calls) in 467.918 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 structs.py:28(WindowValues)
      730    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 pdb.py:215(Pdb)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:764(_code_to_timestamp_pyc)
      110    0.000    0.000    0.000    0.000 rq.py:215(__init__)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        6    0.000    0.000    0.000    0.000 virtual_authenticator.py:195(required_chromium_based_browser)
        1    0.000    0.000    0.000    0.000 _base.py:552(set_exception)
       48    0.000    0.000    0.000    0.000 display.py:922(get_waiting_replyrequest)
       18    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        1    0.000    0.000    0.000    0.000 _event_context_manager.py:1(<module>)
      408    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       29    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
        2    0.000    0.000    0.000    0.000 unix_events.py:607(__init__)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 confidence_mixin.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:974(update)
        1    0.000    0.000    0.000    0.000 socket.py:304(makefile)
      343    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 storage.py:1053(AttributionReportingAggregatableResult)
       16    0.000    0.000    0.000    0.000 selectors.py:234(register)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
       26    0.000    0.000    0.000    0.000 _base.py:428(result)
       13    0.000    0.000    0.000    0.000 {method 'compress' of 'zlib.Compress' objects}
        1    0.000    0.000    0.000    0.000 browser.py:132(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:770(close)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 page.py:346(OriginTrialTokenStatus)
      681    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        3    0.000    0.000    0.000    0.000 _browser_type.py:56(__init__)
        1    0.000    0.000    0.000    0.000 enums.py:20(LanguageFilter)
        1    0.000    0.000    0.000    0.000 _waiter.py:27(Waiter)
        1    0.000    0.000    0.000    0.000 _context_manager.py:83(start)
        1    0.000    0.000    0.000    0.000 decorators.py:197(deprecated)
        2    0.000    0.000    0.000    0.000 unix_events.py:946(add_child_handler)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
       13    0.000    0.000    0.000    0.000 locks.py:399(release)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 _core.py:44(WebSocket)
        1    0.000    0.000    0.000    0.000 unix_events.py:799(_call_connection_lost)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f4cc7fa16c0}
        1    0.000    0.000    0.000    0.000 __init__.py:92(Expect)
        2    0.000    0.000    0.000    0.000 selector_events.py:315(_add_writer)
      132    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
     1149    0.000    0.000    0.000    0.000 inspect.py:2777(kind)
        6    0.000    0.000    0.000    0.000 base_events.py:1636(connect_read_pipe)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
        1    0.000    0.000    0.000    0.000 xinput.py:539(XIGrabDevice)
        1    0.000    0.000    0.000    0.000 asyncio.py:13(AsyncIOEventEmitter)
       63    0.000    0.000    0.000    0.000 enum.py:202(__get__)
      474    0.000    0.000    0.000    0.000 rq.py:1300(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        1    0.000    0.000    0.000    0.000 _api_structures.py:76(HttpCredentials)
      193    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
        3    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        2    0.000    0.000    0.000    0.000 browser.py:195(_handle_target_update)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2883(deprecated)
        3    0.000    0.000    0.000    0.000 random.py:454(choices)
        1    0.000    0.000    0.000    0.000 dom_storage.py:26(StorageId)
        1    0.000    0.000    0.000    0.000 randr.py:938(GetCrtcTransform)
        1    0.000    0.000    0.000    0.000 _connection.py:147(ChannelOwner)
        5    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
      186    0.000    0.000    0.000    0.000 display.py:60(__len__)
       22    0.000    0.000    0.000    0.000 tokenize.py:382(find_cookie)
        2    0.000    0.000    0.000    0.000 selector_events.py:110(_close_self_pipe)
       22    0.000    0.000    0.000    0.000 warnings.py:482(__enter__)
        1    0.000    0.000    0.000    0.000 _clock.py:22(Clock)
       58    0.000    0.000    0.000    0.000 __init__.py:968(acquire)
        1    0.000    0.000    0.000    0.000 _browser_type.py:55(BrowserType)
        1    0.000    0.000    0.000    0.000 core_strategy.py:14(CoreStrategy)
      116    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        8    0.000    0.000    0.000    0.000 cdp_util.py:934(cdp_get_module)
        1    0.000    0.000    0.000    0.000 utf1632prober.py:27(UTF1632Prober)
      994    0.000    0.000    0.000    0.000 lock.py:36(__noop)
        9    0.000    0.000    0.000    0.000 contextlib.py:567(__exit__)
        1    0.000    0.000    0.000    0.000 request.py:876(ChangeGC)
        1    0.000    0.000    0.000    0.000 _fetch.py:102(APIRequestContext)
        1    0.000    0.000    0.000    0.000 constants.py:38(_SendfileMode)
        3    0.000    0.000    0.000    0.000 util.py:17(parse_json_event)
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
      940    0.000    0.000    0.000    0.000 enum.py:251(__init__)
        2    0.000    0.000    0.000    0.000 webdriver.py:26(WebDriver)
       29    0.000    0.000    0.000    0.000 __init__.py:668(usesTime)
        9    0.000    0.000    0.000    0.000 _generated.py:1069(url)
        1    0.000    0.000    0.000    0.000 process_lock.py:103(_do_open)
        7    0.000    0.000    0.000    0.000 selectors.py:365(unregister)
        1    0.000    0.000    0.000    0.000 _generated.py:1465(Mouse)
      181    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 _api_structures.py:93(PdfMargins)
        1    0.000    0.000    0.000    0.000 emulation.py:231(SensorType)
        4    0.000    0.000    0.000    0.000 pathlib.py:447(__fspath__)
        1    0.000    0.000    0.000    0.000 detect_b_ver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unix_events.py:228(_child_watcher_callback)
        1    0.000    0.000    0.000    0.000 xinerama.py:147(IsActive)
        1    0.000    0.000    0.000    0.000 _generated.py:7907(context)
        1    0.000    0.000    0.000    0.000 sb_cdp.py:22(CDPMethods)
        1    0.000    0.000    0.000    0.000 _api_structures.py:50(SetCookieParam)
       24    0.000    0.000    0.000    0.000 api_templates.py:10(_wrap_fetch)
      680    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
       90    0.000    0.000    0.000    0.000 inspect.py:303(ismethoddescriptor)
        9    0.000    0.000    0.000    0.000 _sync_base.py:117(_wrap_handler)
       12    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
       11    0.000    0.000    0.000    0.000 inspect.py:420(iscoroutinefunction)
        2    0.000    0.000    0.000    0.000 client.py:300(__init__)
        6    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedRandom' objects}
        1    0.000    0.000    0.000    0.000 bdb.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:26(accept_key)
       67    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 _abnf.py:305(frame_buffer)
        1    0.000    0.000    0.000    0.000 element.py:46(Element)
       16    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
       15    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        2    0.000    0.000    0.000    0.000 structs.py:48(GCValues)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        1    0.000    0.000    0.000    0.000 network.py:1590(CookieExemptionReason)
        1    0.000    0.000    0.000    0.000 _helper.py:288(TimeoutSettings)
        1    0.000    0.000    0.000    0.000 initialise.py:37(init)
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.000    0.000 relative_locator.py:1(<module>)
        7    0.000    0.000    0.000    0.000 rq.py:729(__init__)
        1    0.000    0.000    0.000    0.000 request.py:31(CreateWindow)
        8    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        3    0.000    0.000    0.000    0.000 _browser_context.py:675(_on_request_finished)
        3    0.000    0.000    0.000    0.000 _browser_context.py:181(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method zlib.compressobj}
        1    0.000    0.000    0.000    0.000 _web_error.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:837(stat)
        6    0.000    0.000    0.000    0.000 _network.py:1009(__init__)
       48    0.000    0.000    0.000    0.000 display.py:49(__init__)
        2    0.000    0.000    0.000    0.000 _tracing.py:25(__init__)
        2    0.000    0.000    0.000    0.000 headers.py:39(build_host)
        3    0.000    0.000    0.000    0.000 unix_events.py:494(_add_reader)
       11    0.000    0.000    0.000    0.000 contextlib.py:530(callback)
       22    0.000    0.000    0.000    0.000 warnings.py:503(__exit__)
        5    0.000    0.000    0.000    0.000 futures.py:146(cancel)
        1    0.000    0.000    0.000    0.000 jpcntx.py:120(JapaneseContextAnalysis)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:1024(ConnectionSetupRequest)
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedRandom' objects}
        3    0.000    0.000    0.000    0.000 typing.py:376(_tp_cache)
        1    0.000    0.000    0.000    0.000 functools.py:774(_find_impl)
       15    0.000    0.000    0.000    0.000 random.py:897(randbytes)
        1    0.000    0.000    0.000    0.000 _browser.py:64(__init__)
        1    0.000    0.000    0.000    0.000 page.py:1230(ReferrerPolicy)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        3    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        2    0.000    0.000    0.000    0.000 base_subprocess.py:269(connection_lost)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        8    0.000    0.000    0.000    0.000 client.py:1312(putheader)
        1    0.000    0.000    0.000    0.000 _network.py:796(Response)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_pack_uint32)
        4    0.000    0.000    0.000    0.000 tasks.py:210(cancel)
        1    0.000    0.000    0.000    0.000 _helper.py:84(HarRecordingMetadata)
        1    0.000    0.000    0.000    0.000 storage.py:149(InterestGroupAuctionFetchType)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:45(SingleByteCharSetProber)
        1    0.000    0.000    0.000    0.000 _api_structures.py:26(Cookie)
        1    0.000    0.000    0.000    0.000 _page.py:1455(__init__)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
       33    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
      121    0.000    0.000    0.000    0.000 util.py:10(decorate)
        1    0.000    0.000    0.000    0.000 network.py:869(AlternateProtocolUsage)
       16    0.000    0.000    0.000    0.000 {method 'register' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 request.py:375(GrabPointer)
       69    0.000    0.000    0.000    0.000 rq.py:912(parse_binary)
        9    0.000    0.000    0.000    0.000 coroutines.py:20(iscoroutinefunction)
        1    0.000    0.000    0.000    0.000 page.py:1151(ClientNavigationReason)
        1    0.000    0.000    0.000    0.000 _network.py:575(ServerWebSocketRoute)
       12    0.000    0.000    0.000    0.000 nest_asyncio.py:141(manage_run)
        2    0.000    0.000    0.000    0.000 initialise.py:111(wrap_stream)
        2    0.000    0.000    0.000    0.000 base_events.py:697(close)
        1    0.000    0.000    0.000    0.000 _connection.py:246(__init__)
        5    0.000    0.000    0.000    0.000 coroutines.py:10(_is_debug_mode)
        2    0.000    0.000    0.000    0.000 nest_asyncio.py:75(_patch_loop)
       33    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
        1    0.000    0.000    0.000    0.000 types.py:218(SellCategory)
        1    0.000    0.000    0.000    0.000 socket.py:490(_decref_socketios)
        1    0.000    0.000    0.000    0.000 io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xtest.py:53(CompareCursor)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
        1    0.000    0.000    0.000    0.000 _errors.py:1(<module>)
       14    0.000    0.000    0.000    0.000 http11.py:302(parse_line)
